id,college,team
1011,Pfeiffer University,LAL
1012,Pfeiffer University,TOT
1013,Pfeiffer University,ATL
1014,Pfeiffer University,SEA
1015,Pfeiffer University,LAC
1016,Duke University,CLE
1017,Duke University,MIA
1018,Duke University,TOT
1019,Duke University,PHI
1020,Duke University,TOR
1021,Duke University,PHO
1022,Duke University,CLE
1023,Duke University,CLE
1024,University of Alabama,DET
1025,University of Alabama,DET
1026,University of Alabama,DEN
1027,University of Alabama,SAS
1028,University of Alabama,PHO
1029,University of Alabama,NYK
1030,University of Alabama,DEN
1031,University of Alabama,DEN
1032,University of Alabama,DEN
1033,University of Alabama,PHO
1034,University of Alabama,DET
1035,University of Alabama,DET
1036,University of Alabama,DET
1037,University of Alabama,DEN
1038,University of Alabama,SAS
1039,University of Alabama,TOT
1040,University of Alabama,DEN
1041,University of Minnesota,SEA
1042,University of Minnesota,BAL
1043,University of Minnesota,CAP
1044,University of Minnesota,PHI
1045,University of Minnesota,BAL
1046,University of Minnesota,TOT
1047,University of Minnesota,LAL
1048,University of Minnesota,PHI
1049,University of Minnesota,PHI
1050,University of Minnesota,LAL
1051,University of Minnesota,PHI
1052,University of Minnesota,DET
1053,Indiana University,DET
1054,Indiana University,DET
1055,Indiana University,TOT
1056,Indiana University,CIN
1057,University of Kentucky,PHO
1058,University of Kentucky,PHO
1059,University of Kentucky,BRK
1060,University of Kentucky,PHO
1061,University of Kentucky,TOT
1062,University of Kentucky,NOP
1063,Utah State University,STB
1064,Utah State University,WSC
1065,Syracuse University,CLE
1066,Syracuse University,TOT
1067,Syracuse University,ORL
1068,Syracuse University,NOP
1069,Syracuse University,MIN
1070,"University of Nevada, Las Vegas",PHI
1071,"University of Nevada, Las Vegas",MIL
1072,"University of Nevada, Las Vegas",MIL
1073,"University of Nevada, Las Vegas",PHI
1074,"University of Nevada, Las Vegas",TOT
1075,"University of Nevada, Las Vegas",UTA
1076,"University of Nevada, Las Vegas",NJN
1077,"University of Nevada, Las Vegas",PHO
1078,"University of Nevada, Las Vegas",MIL
1079,"University of Nevada, Las Vegas",TOT
1080,"University of Nevada, Las Vegas",CHH
1081,"University of Nevada, Las Vegas",PHO
1082,"University of Nevada, Las Vegas",PHI
1083,"University of Nevada, Las Vegas",NJN
1084,"University of Nevada, Las Vegas",NJN
1085,"University of Nevada, Las Vegas",PHO
1086,"University of Nevada, Las Vegas",CHH
1087,"University of Nevada, Reno",TOT
1088,"University of Nevada, Reno",POR
1089,"University of Nevada, Reno",NJN
1090,"University of Nevada, Reno",POR
1091,Princeton University,ATL
1092,Princeton University,ATL
1093,Princeton University,MIL
1094,Princeton University,SEA
1095,Princeton University,ATL
1096,Princeton University,TOT
1097,Princeton University,TOT
1098,Princeton University,SEA
1099,Princeton University,ATL
1100,Princeton University,SDC
1101,Princeton University,ATL
1102,Princeton University,ATL
1103,Mississippi State University,PHI
1104,Mississippi State University,PHI
1105,University of Utah,MNL
1106,University of Utah,MNL
1107,Bemidji State University,ROC
1108,Bemidji State University,ROC
1109,Bemidji State University,ROC
1110,Bemidji State University,ROC
1111,Washington State University,SAS
1112,Washington State University,SAS
1113,Washington State University,DET
1114,Washington State University,DET
1115,Washington State University,SAS
1116,"University of California, Los Angeles",NYK
1117,"University of California, Los Angeles",DET
1118,"University of California, Los Angeles",ORL
1119,"University of California, Los Angeles",TOT
1120,"University of California, Los Angeles",POR
1121,"University of California, Los Angeles",DET
1122,"University of California, Los Angeles",DEN
1123,"University of California, Los Angeles",SAC
1124,"University of California, Los Angeles",DEN
1125,"University of California, Los Angeles",DEN
1126,"University of California, Los Angeles",DEN
1127,"University of California, Los Angeles",ORL
1128,University of Tennessee,FTW
1129,University of Tennessee,MLH
1130,University of Tennessee,FTW
1131,University of Tennessee,TOT
1132,St. Thomas University,ATL
1133,Stanford University,PHO
1134,Stanford University,PHO
1135,Stanford University,PHO
1136,Stanford University,TOT
1137,Stanford University,SEA
1138,Stanford University,SEA
1139,Duke University,TOT
1140,Duke University,NYK
1141,Duke University,PHI
1142,Duke University,NYK
1143,Duke University,CIN
1144,University of Cincinnati,SEA
1145,University of Cincinnati,TOT
1146,University of Cincinnati,PHI
1147,University of Cincinnati,TOR
1148,University of Cincinnati,SAC
1149,Villanova University,BOS
1150,Western Kentucky University,ROC
1151,Western Kentucky University,NYK
1152,Western Kentucky University,TOT
1153,Western Kentucky University,MNL
1154,Western Kentucky University,ROC
1155,Western Kentucky University,ROC
1156,"California State Polytechnic University, Pomona",SDR
1157,"California State Polytechnic University, Pomona",SDR
1158,"California State Polytechnic University, Pomona",BOS
1159,"California State Polytechnic University, Pomona",BOS
1160,"California State Polytechnic University, Pomona",BOS
1161,"California State Polytechnic University, Pomona",SDR
1162,"California State Polytechnic University, Pomona",BOS
1163,Augustana College (SD),DEN
1164,Southern Illinois University,VAN
1165,Southern Illinois University,WSB
1166,Kansas State University,MIN
1167,Jackson State University,POR
1168,Jackson State University,POR
1169,Jackson State University,POR
1170,University of Notre Dame,CLE
1171,University of Notre Dame,DAL
1172,University of Notre Dame,CLE
1173,University of Notre Dame,WSB
1174,University of Notre Dame,CLE
1175,University of Notre Dame,CLE
1176,University of Notre Dame,CLE
1177,University of Notre Dame,CLE
1178,University of Notre Dame,CLE
1179,University of Notre Dame,CLE
1180,University of Notre Dame,TOT
1181,University of Notre Dame,CLE
1182,Providence College,IND
1183,Providence College,IND
1184,Providence College,SAS
1185,Providence College,MIL
1186,Providence College,GSW
1187,Providence College,IND
1188,Providence College,IND
1189,Providence College,TOT
1190,Providence College,IND
1191,Providence College,IND
1192,Providence College,DAL
1193,Providence College,IND
1194,Providence College,IND
1195,Providence College,IND
1196,Gonzaga University,TOT
1197,Gonzaga University,DET
1198,Gonzaga University,DET
1199,Gonzaga University,SAS
1200,Gonzaga University,TOR
1201,Gonzaga University,TOT
1202,Gonzaga University,SAS
1203,Gonzaga University,DET
1204,Gonzaga University,TOT
1205,Gonzaga University,DET
1206,Gonzaga University,ATL
1207,Gonzaga University,MEM
1208,Duke University,NOP
1209,Duke University,LAC
1210,Duke University,NOP
1211,Duke University,TOT
1212,Duke University,LAC
1213,Duke University,LAC
1214,Duke University,NOH
1215,University of Texas at Austin,BOS
1216,University of Texas at Austin,BOS
1217,University of Texas at Austin,BOS
1218,University of Texas at Austin,BOS
1219,University of Texas at Austin,BOS
1220,University of Texas at Austin,BOS
1221,University of Texas at Austin,BOS
1222,Southern University and A&M College,SAS
1223,Southern University and A&M College,SAS
1224,Southern University and A&M College,TOT
1225,Southern University and A&M College,DEN
1226,Southern University and A&M College,SEA
1227,Southern University and A&M College,DAL
1228,Southern University and A&M College,TOT
1229,Southern University and A&M College,SAS
1230,Southern University and A&M College,DEN
1231,Southern University and A&M College,GSW
1232,Southern University and A&M College,SAS
1233,Southern University and A&M College,SAS
1234,Southern University and A&M College,SAS
1235,Southern University and A&M College,DAL
1236,Southern University and A&M College,SAS
1237,Southern University and A&M College,TOT
1238,Southern University and A&M College,SAS
1239,Southern University and A&M College,SAS
1240,Southern University and A&M College,SEA
1241,Southern University and A&M College,SAS
1242,Southern University and A&M College,GSW
1243,Southern University and A&M College,HOU
1244,Arizona State University,NJN
1245,Arizona State University,MIL
1246,Arizona State University,WAS
1247,University of Iowa,GSW
1248,University of Iowa,CHI
1249,University of Iowa,CHI
1250,University of Iowa,GSW
1251,University of Iowa,CHH
1252,University of Iowa,ORL
1253,University of Iowa,CHI
1254,University of Iowa,CHI
1255,University of Iowa,CHI
1256,University of Iowa,CHH
1257,University of Iowa,CHI
1258,University of Iowa,GSW
1259,University of Iowa,TOT
1260,University of Iowa,TOT
1261,University of Iowa,CHI
1262,University of Texas at Austin,PHI
1263,Bradley University,TOT
1264,Bradley University,DET
1265,Bradley University,SYR
1266,Bradley University,BAL
1267,Bradley University,DET
1268,Bradley University,SYR
1269,Bradley University,CHP
1270,Bradley University,CHZ
1271,Bradley University,STL
1272,Bradley University,TOT
1273,Bradley University,TOT
1274,Bradley University,STL
1275,"University of California, Los Angeles",LAC
1276,"University of California, Los Angeles",CLE
1277,"University of California, Los Angeles",CHH
1278,"University of California, Los Angeles",GSW
1279,"University of California, Los Angeles",NOH
1280,"University of California, Los Angeles",CHH
1281,"University of California, Los Angeles",GSW
1282,"University of California, Los Angeles",TOT
1283,"University of California, Los Angeles",NOH
1284,"University of California, Los Angeles",NYK
1285,"University of California, Los Angeles",GSW
1286,"University of California, Los Angeles",CHH
1287,"University of California, Los Angeles",LAC
1288,"University of California, Los Angeles",GSW
1289,"University of California, Los Angeles",LAC
1290,"University of California, Los Angeles",NOH
1291,"University of California, Los Angeles",TOT
1292,Ohio Wesleyan University,CHI
1293,Ohio Wesleyan University,CLE
1294,Ohio Wesleyan University,POR
1295,Ohio Wesleyan University,NYK
1296,Ohio Wesleyan University,POR
1297,Ohio Wesleyan University,CHI
1298,Ohio Wesleyan University,SEA
1299,Ohio Wesleyan University,SEA
1300,Ohio Wesleyan University,CLE
1301,Ohio Wesleyan University,SEA
1302,Ohio Wesleyan University,CHI
1303,New York University,NYK
1304,New York University,SFW
1305,New York University,TOT
1306,Duquesne University,MIL
1307,Saint Louis University,BAL
1308,Iowa State University,GSW
1309,Austin Peay State University,LAC
1310,University of Maryland,PHI
1311,University of Nebraska at Kearney,BOS
1312,University of Nebraska at Kearney,UTA
1313,University of Nebraska at Kearney,SEA
1314,University of Nebraska at Kearney,UTA
1315,University of Nebraska at Kearney,GSW
1316,DePaul University,SYR
1317,Grand Canyon University,PHO
1318,Grand Canyon University,PHO
1319,Appalachian State University,BLB
1320,Appalachian State University,TOT
1321,Appalachian State University,BLB
1322,Appalachian State University,STB
1323,Appalachian State University,SYR
1324,Providence College,DAL
1325,Florida State University,BOS
1326,University of Maryland,PHI
1327,University of Maryland,TOT
1328,University of Maryland,NJN
1329,University of Maryland,PHI
1330,University of Maryland,DET
1331,University of Maryland,MIL
1332,University of Maryland,NJN
1333,University of Arizona,PHO
1334,University of Arizona,PHO
1335,University of Arizona,NYK
1336,University of Arizona,NYK
1337,Georgetown University,SAC
1338,University of Connecticut,ORL
1339,University of Connecticut,DET
1340,University of Connecticut,DET
1341,University of Connecticut,CHA
1342,University of Connecticut,CHI
1343,University of Connecticut,CHI
1344,University of Connecticut,CHI
1345,University of Connecticut,CHI
1346,University of Connecticut,CHA
1347,University of Connecticut,DET
1348,University of Connecticut,CHI
1349,Western Michigan University,UTA
1350,Western Michigan University,UTA
1351,University of Notre Dame,IND
1352,Central Michigan University,DET
1353,"University of California, Irvine",CLE
1354,"University of California, Irvine",GSW
1355,"University of California, Irvine",GSW
1356,"University of California, Irvine",GSW
1357,University of Kansas,SAC
1358,University of Kansas,SAC
1359,University of Kansas,SAC
1360,University of Kansas,SAC
1361,Central Michigan University,DET
1362,Central Michigan University,TOT
